0 	-0.05 	0.728 	63.468625 	7.0270632 	0.65066636
2.1175824e-21 	-0.0496997 	0.728 	63.510075 	7.0077462 	0.64153017
-2.5410988e-21 	-0.049399399 	0.728 	63.551525 	6.9884293 	0.63239398
-1.6940659e-21 	-0.049099099 	0.728 	63.592975 	6.9691124 	0.62325779
1.6940659e-21 	-0.048798799 	0.728 	63.634425 	6.9497954 	0.61412161
0 	-0.048498498 	0.728 	63.675876 	6.9304785 	0.60498542
-8.4703295e-22 	-0.048198198 	0.728 	63.717326 	6.9111616 	0.59584923
-1.6940659e-21 	-0.047897898 	0.728 	63.758776 	6.8918446 	0.58671304
0 	-0.047597598 	0.728 	63.800226 	6.8725277 	0.57757685
0 	-0.047297297 	0.728 	63.841676 	6.8532108 	0.56844067
-1.6940659e-21 	-0.046996997 	0.728 	63.883127 	6.8338939 	0.55930448
3.3881318e-21 	-0.046696697 	0.728 	63.924577 	6.8145769 	0.55016829
-1.6940659e-21 	-0.046396396 	0.728 	63.966027 	6.79526 	0.5410321
3.3881318e-21 	-0.046096096 	0.728 	64.007477 	6.7759431 	0.53189592
0 	-0.045795796 	0.728 	64.048927 	6.7566261 	0.52275973
0 	-0.045495495 	0.728 	64.090378 	6.7373092 	0.51362354
-1.6940659e-21 	-0.045195195 	0.728 	64.131828 	6.7179923 	0.50448735
0 	-0.044894895 	0.728 	64.173278 	6.6986753 	0.49535117
-1.6940659e-21 	-0.044594595 	0.728 	64.214728 	6.6793584 	0.48621498
1.8528846e-21 	-0.044294294 	0.728 	64.26675 	6.6752046 	0.47682469
8.4703295e-22 	-0.043993994 	0.728 	64.327791 	6.6931052 	0.46532809
-8.4703295e-22 	-0.043693694 	0.728 	64.388831 	6.7110057 	0.4538315
-2.5410988e-21 	-0.043393393 	0.728 	64.449872 	6.7289063 	0.44233491
-8.4703295e-22 	-0.043093093 	0.728 	64.510912 	6.7468069 	0.43083832
1.6940659e-21 	-0.042792793 	0.728 	64.571953 	6.7647074 	0.41934173
-1.6940659e-21 	-0.042492492 	0.728 	64.632993 	6.782608 	0.40784514
3.3881318e-21 	-0.042192192 	0.728 	64.694034 	6.8005085 	0.39634854
-3.3881318e-21 	-0.041891892 	0.728 	64.755075 	6.8184091 	0.38485195
3.3881318e-21 	-0.041591592 	0.728 	64.816115 	6.8363096 	0.37335536
-3.3881318e-21 	-0.041291291 	0.728 	64.877156 	6.8542102 	0.36185877
1.2705494e-21 	-0.040990991 	0.728 	64.93779 	6.8728995 	0.34730168
-6.3527471e-21 	-0.040690691 	0.728 	64.998269 	6.8918893 	0.33157861
5.9292306e-21 	-0.04039039 	0.728 	65.058748 	6.9108791 	0.31585554
1.6940659e-21 	-0.04009009 	0.728 	65.119227 	6.9298689 	0.30013247
-3.3881318e-21 	-0.03978979 	0.728 	65.179706 	6.9488586 	0.2844094
0 	-0.039489489 	0.728 	65.240185 	6.9678484 	0.26868633
