0 	0.25 	0.728 	54.169052 	-7.3057422 	-12.403106
-0.0012012012 	0.25 	0.728 	54.17021 	-7.3131256 	-12.399658
-0.0024024024 	0.25 	0.728 	54.171368 	-7.320509 	-12.39621
-0.0036036036 	0.25 	0.728 	54.172525 	-7.3278924 	-12.392762
-0.0048048048 	0.25 	0.728 	54.173683 	-7.3352758 	-12.389314
-0.006006006 	0.25 	0.728 	54.174841 	-7.3426592 	-12.385866
-0.0072072072 	0.25 	0.728 	54.175998 	-7.3500426 	-12.382418
-0.0084084084 	0.25 	0.728 	54.177156 	-7.357426 	-12.37897
-0.0096096096 	0.25 	0.728 	54.178313 	-7.3648093 	-12.375522
-0.010810811 	0.25 	0.728 	54.179471 	-7.3721927 	-12.372074
-0.012012012 	0.25 	0.728 	54.180629 	-7.3795761 	-12.368626
-0.013213213 	0.25 	0.728 	54.181786 	-7.3869595 	-12.365178
-0.014414414 	0.25 	0.728 	54.182944 	-7.3943429 	-12.36173
-0.015615616 	0.25 	0.728 	54.184101 	-7.4017263 	-12.358282
-0.016816817 	0.25 	0.728 	54.185259 	-7.4091097 	-12.354834
-0.018018018 	0.25 	0.728 	54.186417 	-7.4164931 	-12.351386
-0.019219219 	0.25 	0.728 	54.187574 	-7.4238765 	-12.347938
-0.02042042 	0.25 	0.728 	54.188732 	-7.4312599 	-12.34449
-0.021621622 	0.25 	0.728 	54.192992 	-7.4389555 	-12.34285
-0.022822823 	0.25 	0.728 	54.198579 	-7.4464822 	-12.34244
-0.024024024 	0.25 	0.728 	54.204176 	-7.4536584 	-12.342564
-0.025225225 	0.25 	0.728 	54.209774 	-7.4608347 	-12.342688
-0.026426426 	0.25 	0.728 	54.215371 	-7.4680109 	-12.342812
-0.027627628 	0.25 	0.728 	54.220968 	-7.4751872 	-12.342936
-0.028828829 	0.25 	0.728 	54.226566 	-7.4823635 	-12.343059
-0.03003003 	0.25 	0.728 	54.232163 	-7.4895397 	-12.343183
-0.031231231 	0.25 	0.728 	54.23776 	-7.496716 	-12.343307
-0.032432432 	0.25 	0.728 	54.243357 	-7.5038923 	-12.343431
-0.033633634 	0.25 	0.728 	54.248955 	-7.5110685 	-12.343555
-0.034834835 	0.25 	0.728 	54.254552 	-7.5182448 	-12.343679
-0.036036036 	0.25 	0.728 	54.260149 	-7.5254211 	-12.343803
-0.037237237 	0.25 	0.728 	54.265747 	-7.5325973 	-12.343927
