0 	-0.05 	0.819 	52.525883 	-0.83094126 	20.383787
-1.323489e-22 	-0.0496997 	0.819 	52.520367 	-0.84029552 	20.396955
0 	-0.049399399 	0.819 	52.514234 	-0.85003525 	20.409765
-2.1175824e-22 	-0.049099099 	0.819 	52.506223 	-0.86095497 	20.421542
-2.1175824e-22 	-0.048798799 	0.819 	52.498212 	-0.87187469 	20.43332
4.2351647e-22 	-0.048498498 	0.819 	52.490201 	-0.88279441 	20.445098
-1.0587912e-22 	-0.048198198 	0.819 	52.48219 	-0.89371414 	20.456875
-1.0587912e-22 	-0.047897898 	0.819 	52.474179 	-0.90463386 	20.468653
1.0587912e-22 	-0.047597598 	0.819 	52.466168 	-0.91555358 	20.48043
-1.0587912e-22 	-0.047297297 	0.819 	52.458157 	-0.9264733 	20.492208
1.1911401e-22 	-0.046996997 	0.819 	52.450559 	-0.93638185 	20.502717
-2.1175824e-22 	-0.046696697 	0.819 	52.443069 	-0.94602598 	20.512895
1.0587912e-22 	-0.046396396 	0.819 	52.43558 	-0.9556701 	20.523072
1.0587912e-22 	-0.046096096 	0.819 	52.42809 	-0.96531423 	20.53325
0 	-0.045795796 	0.819 	52.420601 	-0.97495836 	20.543427
0 	-0.045495495 	0.819 	52.413111 	-0.98460248 	20.553605
0 	-0.045195195 	0.819 	52.405622 	-0.99424661 	20.563783
1.0587912e-22 	-0.044894895 	0.819 	52.398132 	-1.0038907 	20.57396
2.1175824e-22 	-0.044594595 	0.819 	52.390643 	-1.0135349 	20.584138
3.1763736e-22 	-0.044294294 	0.819 	52.383079 	-1.0226366 	20.593967
-1.0587912e-22 	-0.043993994 	0.819 	52.37536 	-1.0306014 	20.603066
1.5881868e-22 	-0.043693694 	0.819 	52.367641 	-1.0385663 	20.612166
-4.2351647e-22 	-0.043393393 	0.819 	52.359922 	-1.0465312 	20.621265
2.1175824e-22 	-0.043093093 	0.819 	52.3509 	-1.0555057 	20.631299
-1.0587912e-22 	-0.042792793 	0.819 	52.341025 	-1.0651397 	20.641944
-1.0587912e-22 	-0.042492492 	0.819 	52.331151 	-1.0747738 	20.652588
-2.1175824e-22 	-0.042192192 	0.819 	52.321276 	-1.0844079 	20.663233
4.2351647e-22 	-0.041891892 	0.819 	52.311402 	-1.094042 	20.673878
-6.3527471e-22 	-0.041591592 	0.819 	52.298361 	-1.1039225 	20.68664
-2.1175824e-22 	-0.041291291 	0.819 	52.284856 	-1.1138712 	20.699716
-2.1175824e-22 	-0.040990991 	0.819 	52.271351 	-1.1238198 	20.712792
-1.0587912e-22 	-0.040690691 	0.819 	52.257846 	-1.1337685 	20.725869
3.1763736e-22 	-0.04039039 	0.819 	52.244442 	-1.1437431 	20.739017
1.0587912e-22 	-0.04009009 	0.819 	52.23163 	-1.1538699 	20.75259
5.2939559e-23 	-0.03978979 	0.819 	52.218818 	-1.1639967 	20.766162
-5.0292581e-22 	-0.039489489 	0.819 	52.206006 	-1.1741235 	20.779735
0 	-0.039189189 	0.819 	52.191865 	-1.1840445 	20.794036
-4.2351647e-22 	-0.038888889 	0.819 	52.175858 	-1.1936565 	20.809357
3.1763736e-22 	-0.038588589 	0.819 	52.159852 	-1.2032684 	20.824677
-3.7057691e-22 	-0.038288288 	0.819 	52.143845 	-1.2128803 	20.839998
0 	-0.037987988 	0.819 	52.127418 	-1.2223842 	20.854936
-2.1175824e-22 	-0.037687688 	0.819 	52.110796 	-1.2318378 	20.869697
2.1175824e-22 	-0.037387387 	0.819 	52.094174 	-1.2412914 	20.884457
4.2351647e-22 	-0.037087087 	0.819 	52.077552 	-1.2507451 	20.899218
-2.1175824e-22 	-0.036786787 	0.819 	52.06093 	-1.2601987 	20.913978
6.3527471e-22 	-0.036486486 	0.819 	52.042575 	-1.2693774 	20.927872
-8.4703295e-22 	-0.036186186 	0.819 	52.024103 	-1.2785623 	20.941731
-5.2939559e-22 	-0.035885886 	0.819 	52.005631 	-1.2877473 	20.95559
5.8233515e-22 	-0.035585586 	0.819 	51.987159 	-1.2969322 	20.969449
-4.2351647e-22 	-0.035285285 	0.819 	51.968796 	-1.3061737 	20.983442
-4.2351647e-22 	-0.034984985 	0.819 	51.950819 	-1.3156164 	20.997914
-3.1763736e-22 	-0.034684685 	0.819 	51.932842 	-1.3250592 	21.012386
